geneID	PR	FR	PS	FS	Tsil	Trepl	nout	npop
Potra002163g16712	2	12	10	7	3107111	15039033	1	94
Potra002164g16713	17	11	13	3	3107111	15039033	1	94
Potra002164g16714	53	34	37	13	3107111	15039033	1	94
Potra002164g16715	3	1	1	0	3107111	15039033	1	94
Potra002164g16717	38	7	14	3	3107111	15039033	1	94
Potra002165g16719	7	2	4	3	3107111	15039033	1	94
Potra002165g16720	6	5	5	3	3107111	15039033	1	94
Potra002165g16721	20	14	12	7	3107111	15039033	1	94
Potra002166g16723	21	19	9	7	3107111	15039033	1	94
Potra002166g16724	19	8	12	10	3107111	15039033	1	94
Potra002166g16726	14	6	5	1	3107111	15039033	1	94
Potra002166g16727	13	8	11	10	3107111	15039033	1	94
Potra002167g16728	15	4	7	4	3107111	15039033	1	94
Potra002167g16729	25	18	5	5	3107111	15039033	1	94
Potra002167g16730	20	12	6	5	3107111	15039033	1	94
Potra002167g16731	17	12	3	5	3107111	15039033	1	94
Potra002167g16732	25	27	25	20	3107111	15039033	1	94
Potra002167g31669	12	13	3	6	3107111	15039033	1	94
Potra002167g34918	11	2	1	0	3107111	15039033	1	94
Potra002167g35745	0	0	0	0	3107111	15039033	1	94
Potra002168g16736	13	14	9	5	3107111	15039033	1	94
Potra002168g16737	35	61	18	17	3107111	15039033	1	94
Potra002168g16738	8	12	4	2	3107111	15039033	1	94
Potra002169g16739	13	7	11	5	3107111	15039033	1	94
Potra002169g16741	24	14	8	3	3107111	15039033	1	94
Potra002169g16742	22	9	6	2	3107111	15039033	1	94
Potra002169g16744	29	10	23	10	3107111	15039033	1	94
Potra002170g16746	2	1	0	0	3107111	15039033	1	94
Potra002170g16749	13	11	8	13	3107111	15039033	1	94
Potra002170g16750	9	2	7	3	3107111	15039033	1	94
Potra002170g16751	19	4	15	4	3107111	15039033	1	94
Potra002170g16752	10	5	9	9	3107111	15039033	1	94
Potra002170g16753	16	8	11	4	3107111	15039033	1	94
Potra002170g16754	0	0	3	2	3107111	15039033	1	94
Potra002170g16755	7	2	5	2	3107111	15039033	1	94
Potra002171g16756	7	4	1	1	3107111	15039033	1	94
Potra002172g16758	4	5	4	6	3107111	15039033	1	94
Potra002172g16760	5	1	0	0	3107111	15039033	1	94
Potra002172g16761	9	10	6	10	3107111	15039033	1	94
Potra002172g16763	10	10	3	3	3107111	15039033	1	94
Potra002174g16765	11	6	4	5	3107111	15039033	1	94
Potra002174g16766	3	2	0	2	3107111	15039033	1	94
Potra002174g31673	1	3	2	2	3107111	15039033	1	94
Potra002175g16767	14	2	6	0	3107111	15039033	1	94
Potra002175g16768	38	6	13	4	3107111	15039033	1	94
Potra002175g16769	20	4	20	5	3107111	15039033	1	94
Potra002175g16771	27	14	11	6	3107111	15039033	1	94
Potra002175g16772	24	9	11	7	3107111	15039033	1	94
Potra002175g16773	26	10	12	4	3107111	15039033	1	94
Potra002175g16775	23	4	7	1	3107111	15039033	1	94
Potra002175g16776	27	6	8	5	3107111	15039033	1	94
Potra002175g16777	5	3	2	2	3107111	15039033	1	94
Potra002175g16778	5	1	2	1	3107111	15039033	1	94
Potra002175g16780	6	3	5	1	3107111	15039033	1	94
Potra002175g16781	6	5	4	3	3107111	15039033	1	94
Potra002176g16782	9	9	4	4	3107111	15039033	1	94
Potra002176g16784	15	12	11	12	3107111	15039033	1	94
Potra002176g16785	17	8	13	7	3107111	15039033	1	94
Potra002176g16787	2	0	3	1	3107111	15039033	1	94
Potra002176g16788	7	11	7	3	3107111	15039033	1	94
Potra002176g16789	5	14	5	4	3107111	15039033	1	94
Potra002176g16790	30	18	12	18	3107111	15039033	1	94
Potra002176g31676	7	6	2	1	3107111	15039033	1	94
Potra002177g16791	9	4	14	12	3107111	15039033	1	94
Potra002177g16792	6	5	3	1	3107111	15039033	1	94
Potra002177g16794	8	6	5	5	3107111	15039033	1	94
Potra002177g16797	17	14	4	3	3107111	15039033	1	94
Potra002177g35198	8	6	0	0	3107111	15039033	1	94
Potra002178g16798	13	3	2	0	3107111	15039033	1	94
Potra002178g16799	11	7	5	0	3107111	15039033	1	94
Potra002178g16800	13	6	7	5	3107111	15039033	1	94
Potra002178g16801	14	8	8	5	3107111	15039033	1	94
Potra002178g16802	4	3	3	6	3107111	15039033	1	94
Potra002179g16803	17	10	3	2	3107111	15039033	1	94
Potra002179g16804	39	10	15	1	3107111	15039033	1	94
Potra002179g16806	17	10	11	2	3107111	15039033	1	94
Potra002179g16807	3	2	0	0	3107111	15039033	1	94
Potra002180g16808	14	4	20	6	3107111	15039033	1	94
Potra002180g16809	5	7	3	3	3107111	15039033	1	94
Potra002180g16810	7	3	8	1	3107111	15039033	1	94
Potra002180g16811	25	6	15	7	3107111	15039033	1	94
Potra002181g16815	16	9	9	10	3107111	15039033	1	94
Potra002181g16816	8	5	1	2	3107111	15039033	1	94
Potra002181g16817	2	1	2	1	3107111	15039033	1	94
Potra002181g16818	8	7	15	15	3107111	15039033	1	94
Potra002182g16820	3	4	6	3	3107111	15039033	1	94
Potra002182g16821	3	3	0	1	3107111	15039033	1	94
Potra002182g16822	9	5	16	8	3107111	15039033	1	94
Potra002182g16823	13	4	4	4	3107111	15039033	1	94
Potra002183g16824	3	0	2	0	3107111	15039033	1	94
Potra002183g16827	78	41	29	14	3107111	15039033	1	94
Potra002183g16828	1	0	1	0	3107111	15039033	1	94
Potra002183g16829	19	17	10	12	3107111	15039033	1	94
Potra002183g31681	9	9	4	1	3107111	15039033	1	94
Potra002184g16830	13	10	8	5	3107111	15039033	1	94
Potra002184g16831	9	5	7	4	3107111	15039033	1	94
Potra002185g16832	21	13	23	22	3107111	15039033	1	94
Potra002185g16833	6	18	6	12	3107111	15039033	1	94
Potra002185g16834	15	12	12	9	3107111	15039033	1	94
Potra002186g16835	6	5	5	11	3107111	15039033	1	94
Potra002186g16836	18	11	7	6	3107111	15039033	1	94
Potra002186g16837	19	13	3	4	3107111	15039033	1	94
Potra002186g16838	10	8	3	3	3107111	15039033	1	94
Potra002186g16839	23	17	14	6	3107111	15039033	1	94
Potra002186g16840	14	2	11	5	3107111	15039033	1	94
Potra002186g16841	7	0	1	0	3107111	15039033	1	94
Potra002186g16842	4	3	4	2	3107111	15039033	1	94
Potra002187g16845	24	26	0	3	3107111	15039033	1	94
Potra002187g16847	20	9	8	2	3107111	15039033	1	94
Potra002187g16848	3	2	3	2	3107111	15039033	1	94
Potra002187g16849	15	8	13	10	3107111	15039033	1	94
Potra002187g16850	16	8	8	6	3107111	15039033	1	94
Potra002187g16851	23	25	9	5	3107111	15039033	1	94
Potra002187g16852	45	41	30	20	3107111	15039033	1	94
Potra002187g16855	12	6	14	7	3107111	15039033	1	94
Potra002188g16857	14	10	0	1	3107111	15039033	1	94
Potra002188g16858	6	1	2	1	3107111	15039033	1	94
Potra002189g16859	8	9	7	7	3107111	15039033	1	94
Potra002189g16860	17	10	9	11	3107111	15039033	1	94
Potra002189g16862	8	5	4	1	3107111	15039033	1	94
Potra002189g16863	0	0	0	0	3107111	15039033	1	94
Potra002189g16864	15	6	5	3	3107111	15039033	1	94
Potra002189g16865	15	5	1	1	3107111	15039033	1	94
Potra002189g16866	8	5	1	0	3107111	15039033	1	94
Potra002190g16867	6	2	5	3	3107111	15039033	1	94
Potra002190g16869	3	0	4	1	3107111	15039033	1	94
Potra002190g16870	1	0	4	5	3107111	15039033	1	94
Potra002190g16873	22	17	12	9	3107111	15039033	1	94
Potra002190g16874	12	8	9	6	3107111	15039033	1	94
Potra002190g16875	12	2	13	2	3107111	15039033	1	94
Potra002190g16876	2	5	2	6	3107111	15039033	1	94
Potra002190g16877	19	11	16	16	3107111	15039033	1	94
Potra002191g16878	16	45	7	8	3107111	15039033	1	94
Potra002191g16882	0	0	0	0	3107111	15039033	1	94
Potra002191g16883	12	2	8	5	3107111	15039033	1	94
Potra002191g16884	12	7	5	3	3107111	15039033	1	94
Potra002191g16887	53	17	16	7	3107111	15039033	1	94
Potra002191g16888	11	3	3	2	3107111	15039033	1	94
Potra002191g16889	11	3	4	2	3107111	15039033	1	94
Potra002191g16890	25	13	14	15	3107111	15039033	1	94
Potra002191g16891	8	3	4	1	3107111	15039033	1	94
Potra002191g16892	6	4	7	2	3107111	15039033	1	94
Potra002192g16893	0	0	2	2	3107111	15039033	1	94
Potra002192g16894	10	2	6	1	3107111	15039033	1	94
Potra002192g16895	15	5	4	3	3107111	15039033	1	94
Potra002192g16896	12	5	0	0	3107111	15039033	1	94
Potra002192g16897	11	10	3	1	3107111	15039033	1	94
Potra002193g16899	4	0	3	0	3107111	15039033	1	94
Potra002193g16900	2	1	3	1	3107111	15039033	1	94
Potra002193g16902	11	2	3	2	3107111	15039033	1	94
Potra002193g16903	21	5	3	1	3107111	15039033	1	94
Potra002193g16904	0	0	1	0	3107111	15039033	1	94
Potra002193g31688	15	5	1	0	3107111	15039033	1	94
Potra002194g16907	9	5	3	2	3107111	15039033	1	94
Potra002194g16908	8	9	2	6	3107111	15039033	1	94
Potra002194g16909	4	2	3	4	3107111	15039033	1	94
Potra002194g16910	21	16	7	4	3107111	15039033	1	94
Potra002195g16912	25	15	24	20	3107111	15039033	1	94
Potra002195g16913	49	31	16	8	3107111	15039033	1	94
Potra002195g16914	17	16	9	7	3107111	15039033	1	94
Potra002195g16915	20	7	17	5	3107111	15039033	1	94
Potra002196g16916	10	4	7	2	3107111	15039033	1	94
Potra002196g16917	9	12	5	6	3107111	15039033	1	94
Potra002197g16919	0	2	5	3	3107111	15039033	1	94
Potra002197g16920	36	10	11	2	3107111	15039033	1	94
Potra002198g16922	15	16	4	5	3107111	15039033	1	94
Potra002198g16923	25	11	17	5	3107111	15039033	1	94
Potra002198g16924	6	0	1	2	3107111	15039033	1	94
Potra002198g16925	9	10	7	9	3107111	15039033	1	94
Potra002198g16926	6	2	14	7	3107111	15039033	1	94
Potra002198g16927	8	5	5	2	3107111	15039033	1	94
Potra002199g16930	7	0	2	2	3107111	15039033	1	94
Potra002199g16931	22	4	6	1	3107111	15039033	1	94
Potra002199g16935	32	13	13	4	3107111	15039033	1	94
Potra002199g16937	6	1	2	5	3107111	15039033	1	94
Potra002199g16939	11	8	5	3	3107111	15039033	1	94
Potra002199g16940	9	4	4	3	3107111	15039033	1	94
Potra002199g16941	8	6	2	5	3107111	15039033	1	94
Potra002199g16942	8	7	3	4	3107111	15039033	1	94
Potra002199g16943	10	23	3	6	3107111	15039033	1	94
Potra002199g16944	17	11	14	2	3107111	15039033	1	94
Potra002199g35126	8	8	0	0	3107111	15039033	1	94
Potra002200g16947	4	1	5	4	3107111	15039033	1	94
Potra002200g16948	0	1	2	1	3107111	15039033	1	94
Potra002201g16949	23	28	10	13	3107111	15039033	1	94
Potra002201g16950	8	6	1	0	3107111	15039033	1	94
Potra002201g16951	0	2	1	0	3107111	15039033	1	94
Potra002201g16952	12	22	7	13	3107111	15039033	1	94
Potra002201g16954	0	0	0	0	3107111	15039033	1	94
Potra002201g16956	4	2	6	4	3107111	15039033	1	94
Potra002201g35250	6	6	2	2	3107111	15039033	1	94
Potra002203g16959	7	1	12	5	3107111	15039033	1	94
Potra002203g16962	10	16	5	8	3107111	15039033	1	94
Potra002203g16963	31	18	20	12	3107111	15039033	1	94
Potra002203g16964	16	0	13	0	3107111	15039033	1	94
Potra002203g16966	9	4	6	2	3107111	15039033	1	94
Potra002203g31689	5	3	3	1	3107111	15039033	1	94
Potra002204g16968	16	9	10	6	3107111	15039033	1	94
Potra002204g16969	14	11	6	3	3107111	15039033	1	94
Potra002204g16970	7	6	11	5	3107111	15039033	1	94
Potra002204g16972	13	3	2	4	3107111	15039033	1	94
Potra002204g16973	5	6	5	1	3107111	15039033	1	94
Potra002204g16974	4	5	1	2	3107111	15039033	1	94
Potra002204g16976	9	19	6	7	3107111	15039033	1	94
Potra002204g31692	3	1	3	4	3107111	15039033	1	94
Potra002205g16977	14	8	10	5	3107111	15039033	1	94
Potra002205g16978	0	0	0	0	3107111	15039033	1	94
Potra002205g16981	14	9	10	3	3107111	15039033	1	94
Potra002205g16983	47	20	24	9	3107111	15039033	1	94
Potra002205g33611	0	0	0	0	3107111	15039033	1	94
Potra002206g16984	33	8	15	6	3107111	15039033	1	94
Potra002206g16985	32	14	16	10	3107111	15039033	1	94
Potra002207g16986	6	5	9	6	3107111	15039033	1	94
Potra002207g16987	11	6	4	5	3107111	15039033	1	94
Potra002207g16988	0	1	0	0	3107111	15039033	1	94
Potra002207g16989	9	6	0	2	3107111	15039033	1	94
Potra002207g16990	5	0	4	2	3107111	15039033	1	94
Potra002207g16991	1	1	1	3	3107111	15039033	1	94
Potra002207g16992	19	32	12	11	3107111	15039033	1	94
Potra002208g16993	16	4	3	0	3107111	15039033	1	94
Potra002208g16995	6	3	4	3	3107111	15039033	1	94
Potra002208g16998	9	5	4	2	3107111	15039033	1	94
Potra002208g16999	31	26	18	10	3107111	15039033	1	94
Potra002208g17000	2	2	8	6	3107111	15039033	1	94
Potra002209g17001	3	3	3	1	3107111	15039033	1	94
Potra002209g17002	12	9	7	9	3107111	15039033	1	94
Potra002209g17004	18	8	14	4	3107111	15039033	1	94
Potra002209g17005	6	6	1	0	3107111	15039033	1	94
Potra002209g17007	13	8	4	1	3107111	15039033	1	94
Potra002209g17008	9	3	3	1	3107111	15039033	1	94
Potra002209g17009	32	12	11	3	3107111	15039033	1	94
Potra002209g17010	16	10	6	0	3107111	15039033	1	94
Potra002209g17011	12	3	12	4	3107111	15039033	1	94
Potra002209g31701	2	4	0	2	3107111	15039033	1	94
Potra002210g17013	34	11	29	7	3107111	15039033	1	94
Potra002210g17014	33	4	10	6	3107111	15039033	1	94
Potra002210g17016	13	17	21	16	3107111	15039033	1	94
Potra002210g17018	5	2	11	4	3107111	15039033	1	94
Potra002210g17020	3	1	1	1	3107111	15039033	1	94
Potra002210g17021	0	0	1	2	3107111	15039033	1	94
Potra002210g17022	7	3	11	6	3107111	15039033	1	94
Potra002210g17025	7	10	3	0	3107111	15039033	1	94
Potra002210g17026	11	13	3	2	3107111	15039033	1	94
Potra002210g17028	5	3	7	4	3107111	15039033	1	94
Potra002210g17029	0	0	0	0	3107111	15039033	1	94
Potra002210g35380	5	1	2	2	3107111	15039033	1	94
Potra002211g17032	1	0	0	0	3107111	15039033	1	94
Potra002211g17036	24	27	22	15	3107111	15039033	1	94
Potra002212g17037	5	5	2	4	3107111	15039033	1	94
Potra002213g17038	16	6	12	4	3107111	15039033	1	94
Potra002213g17040	8	16	6	9	3107111	15039033	1	94
Potra002213g17043	4	1	7	1	3107111	15039033	1	94
Potra002214g17044	5	5	7	6	3107111	15039033	1	94
Potra002214g17045	11	6	12	12	3107111	15039033	1	94
Potra002214g17046	0	1	0	0	3107111	15039033	1	94
Potra002214g17047	20	26	12	16	3107111	15039033	1	94
Potra002214g17049	10	8	14	8	3107111	15039033	1	94
Potra002214g17051	17	8	21	9	3107111	15039033	1	94
Potra002215g17054	7	1	1	0	3107111	15039033	1	94
Potra002215g17056	4	4	6	5	3107111	15039033	1	94
Potra002215g17057	5	2	3	3	3107111	15039033	1	94
Potra002216g17058	0	0	0	1	3107111	15039033	1	94
Potra002216g17059	36	15	13	3	3107111	15039033	1	94
Potra002216g17060	0	0	1	3	3107111	15039033	1	94
Potra002216g17061	24	13	11	13	3107111	15039033	1	94
Potra002216g17062	9	6	6	6	3107111	15039033	1	94
Potra002216g17063	7	1	4	2	3107111	15039033	1	94
Potra002217g17068	3	6	2	0	3107111	15039033	1	94
Potra002217g17069	17	11	7	4	3107111	15039033	1	94
Potra002217g17071	7	2	11	3	3107111	15039033	1	94
Potra002217g17072	2	1	0	2	3107111	15039033	1	94
Potra002218g17073	9	24	7	5	3107111	15039033	1	94
Potra002218g17076	11	11	11	5	3107111	15039033	1	94
Potra002219g17077	65	22	27	12	3107111	15039033	1	94
Potra002220g17080	17	14	7	11	3107111	15039033	1	94
Potra002220g17081	0	1	0	0	3107111	15039033	1	94
Potra002221g17084	14	7	14	15	3107111	15039033	1	94
Potra002221g17085	6	9	5	4	3107111	15039033	1	94
Potra002221g17086	11	4	13	11	3107111	15039033	1	94
Potra002221g17088	4	2	15	5	3107111	15039033	1	94
Potra002222g17089	17	8	9	4	3107111	15039033	1	94
Potra002222g17090	16	15	10	5	3107111	15039033	1	94
Potra002222g17091	6	2	0	0	3107111	15039033	1	94
Potra002224g17093	21	19	19	16	3107111	15039033	1	94
Potra002225g17094	1	4	4	5	3107111	15039033	1	94
Potra002225g17095	15	17	15	9	3107111	15039033	1	94
Potra002225g17096	26	17	15	9	3107111	15039033	1	94
Potra002226g17099	36	39	16	10	3107111	15039033	1	94
Potra002226g17100	3	2	4	10	3107111	15039033	1	94
Potra002226g17102	30	19	24	14	3107111	15039033	1	94
Potra002226g17103	3	3	0	2	3107111	15039033	1	94
Potra002226g17106	5	1	0	0	3107111	15039033	1	94
Potra002226g17107	7	2	2	0	3107111	15039033	1	94
Potra002226g17108	3	8	2	4	3107111	15039033	1	94
Potra002226g31707	6	2	10	4	3107111	15039033	1	94
Potra002227g17109	9	10	10	5	3107111	15039033	1	94
Potra002227g17110	2	1	6	3	3107111	15039033	1	94
Potra002227g17111	27	8	8	7	3107111	15039033	1	94
Potra002227g17112	14	18	8	8	3107111	15039033	1	94
Potra002227g17113	26	6	21	7	3107111	15039033	1	94
Potra002228g17114	14	8	2	6	3107111	15039033	1	94
Potra002228g17115	7	6	6	3	3107111	15039033	1	94
Potra002228g17116	15	5	4	3	3107111	15039033	1	94
Potra002228g17117	26	6	7	4	3107111	15039033	1	94
Potra002228g17118	13	7	5	7	3107111	15039033	1	94
Potra002228g17120	9	2	7	2	3107111	15039033	1	94
Potra002228g17122	5	7	2	2	3107111	15039033	1	94
Potra002228g17123	16	2	7	4	3107111	15039033	1	94
Potra002228g17124	34	17	20	11	3107111	15039033	1	94
Potra002228g17125	17	33	4	2	3107111	15039033	1	94
Potra002228g31708	4	4	2	2	3107111	15039033	1	94
Potra002228g31709	11	2	4	2	3107111	15039033	1	94
Potra002229g17126	25	3	16	5	3107111	15039033	1	94
Potra002229g17127	11	3	8	2	3107111	15039033	1	94
Potra002229g17129	27	12	17	6	3107111	15039033	1	94
Potra002229g17130	32	17	15	7	3107111	15039033	1	94
Potra002229g17131	39	10	14	8	3107111	15039033	1	94
Potra002229g17132	14	4	17	8	3107111	15039033	1	94
Potra002229g17133	12	2	3	1	3107111	15039033	1	94
Potra002229g17134	14	5	6	4	3107111	15039033	1	94
Potra002229g17135	9	4	5	1	3107111	15039033	1	94
Potra002229g17136	0	12	0	5	3107111	15039033	1	94
Potra002230g17137	3	1	5	3	3107111	15039033	1	94
Potra002230g17138	10	11	10	9	3107111	15039033	1	94
Potra002230g17140	4	9	7	8	3107111	15039033	1	94
Potra002230g17141	0	0	0	0	3107111	15039033	1	94
Potra002230g17142	29	8	10	5	3107111	15039033	1	94
Potra002230g31712	7	4	2	0	3107111	15039033	1	94
Potra002230g31713	11	5	2	2	3107111	15039033	1	94
Potra002231g17144	9	4	13	8	3107111	15039033	1	94
Potra002231g17145	7	6	16	7	3107111	15039033	1	94
Potra002231g17146	6	9	15	7	3107111	15039033	1	94
Potra002231g17147	15	17	13	12	3107111	15039033	1	94
Potra002232g17149	12	11	11	6	3107111	15039033	1	94
Potra002232g17150	24	9	3	0	3107111	15039033	1	94
Potra002232g17151	2	0	4	3	3107111	15039033	1	94
Potra002232g17152	1	3	7	2	3107111	15039033	1	94
Potra002232g17153	4	3	2	1	3107111	15039033	1	94
Potra002232g17155	7	2	2	2	3107111	15039033	1	94
Potra002232g17156	8	6	2	4	3107111	15039033	1	94
Potra002232g17157	33	17	14	8	3107111	15039033	1	94
Potra002232g17158	3	8	4	0	3107111	15039033	1	94
Potra002233g17159	19	28	12	12	3107111	15039033	1	94
Potra002233g17161	17	4	7	1	3107111	15039033	1	94
Potra002233g17162	25	15	9	4	3107111	15039033	1	94
Potra002233g17163	3	0	0	0	3107111	15039033	1	94
Potra002233g17164	25	9	15	5	3107111	15039033	1	94
Potra002233g31716	4	0	2	2	3107111	15039033	1	94
Potra002234g17166	14	10	6	2	3107111	15039033	1	94
Potra002234g31719	3	3	2	1	3107111	15039033	1	94
Potra002235g17170	26	11	19	12	3107111	15039033	1	94
Potra002235g17171	34	6	9	3	3107111	15039033	1	94
Potra002235g17172	15	22	3	1	3107111	15039033	1	94
Potra002235g17173	19	13	6	10	3107111	15039033	1	94
Potra002235g17177	10	7	2	4	3107111	15039033	1	94
Potra002236g17178	5	8	20	9	3107111	15039033	1	94
Potra002236g17181	4	2	10	5	3107111	15039033	1	94
Potra002236g17184	15	15	8	5	3107111	15039033	1	94
Potra002236g17185	29	11	8	1	3107111	15039033	1	94
Potra002236g17186	33	26	16	23	3107111	15039033	1	94
Potra002237g17187	11	6	3	6	3107111	15039033	1	94
Potra002237g17188	23	6	1	3	3107111	15039033	1	94
Potra002237g17189	17	11	2	3	3107111	15039033	1	94
Potra002237g17190	6	0	0	0	3107111	15039033	1	94
Potra002237g17194	32	29	15	12	3107111	15039033	1	94
Potra002237g17195	4	1	1	4	3107111	15039033	1	94
Potra002237g31723	3	4	1	2	3107111	15039033	1	94
Potra002238g17196	0	0	0	0	3107111	15039033	1	94
Potra002238g17197	19	7	9	5	3107111	15039033	1	94
Potra002238g17198	13	7	10	10	3107111	15039033	1	94
Potra002239g17200	16	11	5	7	3107111	15039033	1	94
Potra002239g17201	39	24	48	12	3107111	15039033	1	94
Potra002239g17203	4	3	6	5	3107111	15039033	1	94
Potra002239g17205	8	11	5	5	3107111	15039033	1	94
Potra002239g17207	11	4	2	1	3107111	15039033	1	94
Potra002239g17209	11	6	4	2	3107111	15039033	1	94
Potra002239g17210	8	3	1	0	3107111	15039033	1	94
Potra002239g17212	15	12	1	4	3107111	15039033	1	94
Potra002239g17213	20	16	4	4	3107111	15039033	1	94
Potra002240g17215	5	4	2	4	3107111	15039033	1	94
Potra002240g17216	30	18	22	7	3107111	15039033	1	94
Potra002240g17217	10	7	18	13	3107111	15039033	1	94
Potra002240g17218	5	0	5	0	3107111	15039033	1	94
Potra002240g17219	2	2	2	5	3107111	15039033	1	94
Potra002240g17220	37	14	17	11	3107111	15039033	1	94
Potra002240g17221	12	15	9	1	3107111	15039033	1	94
Potra002240g33830	0	0	0	0	3107111	15039033	1	94
Potra002241g17222	0	0	0	0	3107111	15039033	1	94
Potra002241g17223	9	4	9	4	3107111	15039033	1	94
Potra002241g17226	0	4	0	0	3107111	15039033	1	94
Potra002241g17228	15	4	3	2	3107111	15039033	1	94
Potra002241g17229	12	3	16	4	3107111	15039033	1	94
Potra002241g17230	21	4	14	3	3107111	15039033	1	94
Potra002241g17231	18	8	12	6	3107111	15039033	1	94
Potra002241g17232	8	6	3	3	3107111	15039033	1	94
Potra002241g17233	30	8	9	4	3107111	15039033	1	94
Potra002241g17236	18	4	13	0	3107111	15039033	1	94
Potra002241g17238	8	1	4	1	3107111	15039033	1	94
Potra002241g17239	37	15	27	10	3107111	15039033	1	94
Potra002241g17241	35	4	37	8	3107111	15039033	1	94
Potra002241g31724	1	20	1	7	3107111	15039033	1	94
Potra002242g17242	4	0	2	3	3107111	15039033	1	94
Potra002243g17243	61	38	39	24	3107111	15039033	1	94
Potra002243g17244	0	0	0	0	3107111	15039033	1	94
Potra002243g17245	25	12	15	11	3107111	15039033	1	94
Potra002243g17246	6	1	0	2	3107111	15039033	1	94
Potra002245g17250	11	3	13	2	3107111	15039033	1	94
Potra002245g17252	3	4	20	5	3107111	15039033	1	94
Potra002246g17254	6	6	4	3	3107111	15039033	1	94
Potra002246g17255	13	7	4	3	3107111	15039033	1	94
Potra002246g17256	5	1	2	2	3107111	15039033	1	94
Potra002246g17257	7	8	9	9	3107111	15039033	1	94
Potra002247g17258	7	3	9	2	3107111	15039033	1	94
Potra002247g17261	4	4	0	0	3107111	15039033	1	94
Potra002247g17262	4	0	8	3	3107111	15039033	1	94
Potra002247g17263	56	22	26	7	3107111	15039033	1	94
Potra002247g17265	3	2	0	0	3107111	15039033	1	94
Potra002247g17266	17	10	1	2	3107111	15039033	1	94
Potra002247g17267	28	11	11	8	3107111	15039033	1	94
Potra002248g17268	6	4	4	6	3107111	15039033	1	94
Potra002248g17271	40	26	15	12	3107111	15039033	1	94
Potra002248g17272	22	6	8	6	3107111	15039033	1	94
Potra002248g17274	8	10	5	5	3107111	15039033	1	94
Potra002248g17275	14	4	8	3	3107111	15039033	1	94
Potra002248g17276	4	2	3	1	3107111	15039033	1	94
Potra002248g17277	8	2	5	3	3107111	15039033	1	94
Potra002249g17278	12	9	5	3	3107111	15039033	1	94
Potra002249g17279	29	29	12	15	3107111	15039033	1	94
Potra002249g17281	21	18	13	3	3107111	15039033	1	94
Potra002249g17282	10	3	4	5	3107111	15039033	1	94
Potra002249g17283	14	8	10	4	3107111	15039033	1	94
Potra002249g17286	34	12	10	4	3107111	15039033	1	94
Potra002249g17287	6	3	11	4	3107111	15039033	1	94
Potra002249g17289	31	19	11	6	3107111	15039033	1	94
Potra002249g17291	5	2	2	3	3107111	15039033	1	94
Potra002250g17292	30	13	15	6	3107111	15039033	1	94
Potra002250g17293	27	30	18	17	3107111	15039033	1	94
Potra002251g17294	63	26	25	10	3107111	15039033	1	94
Potra002252g17295	47	24	18	14	3107111	15039033	1	94
Potra002252g17296	2	4	3	2	3107111	15039033	1	94
Potra002252g17299	8	7	0	4	3107111	15039033	1	94
Potra002253g17300	25	6	17	7	3107111	15039033	1	94
Potra002253g17304	36	21	8	1	3107111	15039033	1	94
Potra002253g17305	11	4	7	5	3107111	15039033	1	94
Potra002253g17307	8	4	3	3	3107111	15039033	1	94
Potra002253g17308	10	2	7	3	3107111	15039033	1	94
Potra002253g17309	12	11	8	4	3107111	15039033	1	94
Potra002254g17311	12	3	2	3	3107111	15039033	1	94
Potra002254g17313	25	6	16	9	3107111	15039033	1	94
Potra002254g35582	7	2	1	0	3107111	15039033	1	94
Potra002255g17314	6	3	8	1	3107111	15039033	1	94
Potra002255g17315	5	7	2	3	3107111	15039033	1	94
Potra002255g17316	31	23	12	8	3107111	15039033	1	94
Potra002255g17317	18	6	16	10	3107111	15039033	1	94
Potra002255g17320	1	1	4	3	3107111	15039033	1	94
Potra002255g17321	49	18	21	15	3107111	15039033	1	94
Potra002255g17322	0	2	8	4	3107111	15039033	1	94
Potra002255g17323	13	12	15	6	3107111	15039033	1	94
Potra002256g17329	35	27	14	9	3107111	15039033	1	94
Potra002256g17332	17	10	4	4	3107111	15039033	1	94
Potra002256g17333	11	5	10	3	3107111	15039033	1	94
Potra002256g17334	10	3	2	3	3107111	15039033	1	94
Potra002257g17337	11	7	2	4	3107111	15039033	1	94
Potra002257g17338	12	3	3	3	3107111	15039033	1	94
Potra002257g17339	0	2	0	2	3107111	15039033	1	94
Potra002257g17340	0	0	0	0	3107111	15039033	1	94
Potra002257g17343	23	6	5	2	3107111	15039033	1	94
Potra002257g17344	0	0	0	0	3107111	15039033	1	94
Potra002257g17345	56	66	17	16	3107111	15039033	1	94
Potra002258g17346	4	2	2	1	3107111	15039033	1	94
Potra002258g17347	12	6	8	12	3107111	15039033	1	94
Potra002259g17348	2	1	11	8	3107111	15039033	1	94
Potra002259g31736	0	0	0	0	3107111	15039033	1	94
Potra002259g31737	0	0	0	0	3107111	15039033	1	94
Potra002261g17351	18	4	14	5	3107111	15039033	1	94
Potra002261g17352	26	19	19	7	3107111	15039033	1	94
Potra002262g17355	8	6	19	13	3107111	15039033	1	94
Potra002262g17356	6	8	3	1	3107111	15039033	1	94
Potra002262g17357	0	2	1	0	3107111	15039033	1	94
Potra002262g17359	13	19	16	18	3107111	15039033	1	94
Potra002262g17360	2	1	2	1	3107111	15039033	1	94
